word_bare	canonical_pointed	n_variants_before	total_count	source
דאגה	דְּאָגָה	7	19	gemini
געשפאלטן	גֶעשְׁפַּאַלְטְן	8	19	gemini
אידישע	אִידִישֶׁע	2	19	gemini
נארישע	נַאָרִישֶׁע	3	19	gemini
קו	קוּ	3	19	majority
פשוט'ער	פָּשׁוּט'ער	5	19	gemini
פונקטלעך	פּוּנְקְטְלֶעךְ	5	19	gemini
הכל	הַכֹּל	1	19	mechanical
געדינט	גֶעדִינְט	4	19	gemini
ארבה	אַרְבֶּה	1	19	mechanical
אילן	אִילָן	1	19	mechanical
אברים	אֵבָרִים	2	19	gemini
פלוצלינג	פְּלוּצְלִינְג	6	19	gemini
קנדער	קִנְדֶער	1	19	mechanical
טייערער	טַייַעֶרֶער	5	19	gemini
עושה	עוֹשֶׂה	3	19	gemini
קדשת	קְדֻשַּׁת	2	19	gemini
טשאווער	טְשַׁאַווֶער	11	19	gemini
שטיקער	שְׁטִיקֶער	3	19	gemini
אראפגעגאנגען	אַראָפּגֶעגַאנְגֶען	8	19	gemini
הים	הַיָּם	1	19	mechanical
נאכטס	נַאַכְטְס	6	19	gemini
ל"ו	לֹ"וּ	2	19	majority
להיות	לִהְיוֹת	2	19	gemini
מעגן	מֶעגְן	3	19	gemini
ס'אז	ס'אַז	3	19	gemini
לאופער	לַאוּפֶֿער	6	19	gemini
עולמים	עוֹלָמִים	3	19	gemini
געשפילט	גֶעשְׁפִּילְט	6	19	gemini
עטץ	עֶטְץ	3	19	gemini
חברון	חֶבְרוֹן	2	19	gemini
משניות	מִשְׁנָיוֹת	3	19	gemini
תשובות	תְּשׁוּבוֹת	4	19	gemini
ידעו	יֵדְעוּ	3	19	gemini
במצרים	בְּמִצְרַיִם	3	19	gemini
טיפער	טִיפֶֿער	5	19	gemini
ארץ-ישראל	אֶרֶץ-יִשְׂרָאֵל	2	19	gemini
גואל	גּוֹאֵל	3	19	gemini
סוחרים	סוֹחֲרִים	1	19	mechanical
געציילט	גֶעצֵיילְט	2	19	gemini
באקן	בַּאקְן	4	19	gemini
ענטפרט	עֶנְטְפֶֿרְט	5	19	gemini
קורח	קוֹרַח	3	19	gemini
רויט	רוֹיט	3	19	gemini
צוריקגעבן	צוּרִיקְגֶעבְן	4	19	gemini
שריי	שְׁרַייַ	3	19	gemini
שכן	שָׁכֵן	4	19	gemini
תרי"ג	תַּרְיַ"ג	3	19	gemini
גמליאל	גַּמְלִיאֵל	2	19	gemini
טעלער	טֶעלֶער	2	19	gemini
חקת	חֻקַּת	1	19	mechanical
ציגן	צִיגְן	3	19	gemini
ימיו	יָמָיו	1	19	mechanical
כ"ג	כ"ג	3	19	gemini
מאכלים	מַאֲכָלִים	3	19	gemini
מאיר'ל	מֵאִירְ'ל	4	19	gemini
טויג	טוֹיג	3	19	gemini
שולם	שׁוֹלֶם	4	19	gemini
היייליגע	הֵייילִיגֶע	3	19	gemini
גווען	גֶווֶען	7	19	gemini
הערש	הֶערְשׁ	2	19	gemini
ליכטיגקייט	לִיכְטִיגְקֵייט	3	19	gemini
שלעכטער	שְׁלֶעכְטֶער	3	19	gemini
גלגול	גִלְגּוּל	2	19	gemini
סקולענער	סְקוּלֶענֶער	2	19	gemini
ארויסקומען	אַרוֹיסְקוּמֶען	5	19	gemini
עמוד	עַמּוּד	2	19	gemini
געוויינטלעך	גֶעווֵיינְטְלֶעךְ	7	19	gemini
אריינלאזן	אַרייַנלאָזן	4	19	majority
אזייגער	אַזֵייגֶער	3	19	gemini
רעכטע	רֶעכְטֶע	2	19	gemini
וארא	וָאֵרָא	1	19	mechanical
הדם	הַדָּם	1	19	mechanical
שובו	שׁוּבוּ	2	19	majority
דוסא	דּוֹסָא	1	19	mechanical
בחיי	בַּחַיּיֵ	5	19	gemini
געוויינלעך	גֶעווֵיינְלֶעךְ	5	19	gemini
משה'לע	מֹשֶׁה'לֶע	3	19	gemini
הערות	הֶעָרוֹת	6	19	gemini
באקאנטן	בַּאַקַאַנְטְן	6	19	gemini
עוף	עוֹף	2	19	gemini
ש"ס	שַׁ"ס	3	19	gemini
שלאנג	שְׁלַאַנְג	4	19	gemini
ביהודה	בִּיהוּדָה	2	19	gemini
לפניהם	לִפְנֵיהֶם	1	18	mechanical
פערציג	פֶֿערְצִיג	6	18	gemini
גימל	גִּימֶל	5	18	gemini
חתנים	חֲתָנִים	2	18	gemini
געשמועסט	גֶעשְׁמוּעֶסְט	3	18	gemini
יעדעם	יֶעדֶעם	4	18	gemini
ככל	כְּכָל	3	18	gemini
קילנדער	קִילְנְדֶער	2	18	gemini
תנאי	תְּנַאי	3	18	gemini
מורה	מוֹרֶה	4	18	gemini
כהנה	כְּהֻנָּה	6	18	gemini
בשום	בְּשׁוּם	2	18	gemini
זילבער	זִילְבֶּער	4	18	gemini
ירושלמי	יְרוּשַׁלְמִי	2	18	gemini
כבר	כְּבָר	3	18	gemini
העבודה	הָעֲבוֹדָה	2	18	gemini
מאס	מַאַס	8	18	gemini
ריכטיג	רִיכְטִיג	3	18	gemini
שמן	שֶׁמֶן	1	18	mechanical
פרעגסט	פְֿרֶעגְסְט	6	18	gemini
השביעי	הַשְּׁבִיעִי	2	18	gemini
רחמנא	רַחֲמָנָא	2	18	gemini
ס'ווערט	ס'ווֶערְט	7	18	gemini
איבערגעבליבן	אִיבֶּערְגֶעבְּלִיבְן	5	18	gemini
ליבשאפט	לִיבְשַׁאַפֿט	8	18	gemini
ס'מיינט	ס'מֵיינְט	4	18	gemini
פטירה	פְּטִירָה	1	18	mechanical
אראין	אַרַאִין	5	18	gemini
בימי	בִּימֵי	2	18	gemini
אפעראציע	אַפֶּערַאַצְיֶע	4	18	gemini
לכה	לְכָה	1	18	mechanical
מ'לערנט	מ'לֶערְנְט	4	18	gemini
זונטיק	זוּנְטִיק	3	18	gemini
זוכסט	זוּכְסְט	3	18	gemini
מלכים	מְלָכִים	2	18	gemini
רם	רָם	3	18	gemini
מארק	מַאַרְק	3	18	gemini
האפט	הָאָפֿט	7	18	gemini
תזריע	תַּזְרִיעַ	2	18	gemini
מאדנע	מָאָדְנֶע	3	18	gemini
פרישקייט	פְֿרִישְׁקַייט	4	18	gemini
וזה	וְזֶה	2	18	gemini
פראווען	פּרָאַווען	8	18	gemini
יוכבד	יוֹכֶבֶד	1	18	mechanical
געוויס	גֶעווִיס	3	18	gemini
דערויף	דֶערוֹיף	3	18	gemini
אביו	אָבִיו	1	18	mechanical
חמישה	חֲמִישָׁה	4	18	gemini
שליסל	שְׁלִיסְל	2	18	gemini
הויכער	הוֹיכֶער	4	18	gemini
געברענט	גֶעבְּרֶענְט	5	18	gemini
אומגעזעצט	אוּמְגֶעזֶעצְט	3	18	gemini
ס'זאגט	ס'זָאָגְט	6	18	gemini
נייער	נַייַער	5	18	gemini
פרייטאג	פֿרַייַטאָג	5	18	gemini
שינעווער	שִׁינֶעווֶער	4	18	gemini
שליט"א	שְׁלִיטָ"א	2	18	gemini
קאמפלימענט	קָאָמְפּלִימֶענְט	6	18	gemini
עבדים	עֲבָדִים	3	18	gemini
שעות	שָׁעוֹת	2	18	gemini
מצער	מְצַעֵר	2	18	gemini
מפי	מִפִּי	3	18	gemini
תפילות	תְּפִילּוֹת	3	18	gemini
מחנה	מַחֲנֶה	3	18	gemini
געטאנצן	גֶעטַאַנְצְן	6	18	gemini
צוזאם	צוּזַאַם	2	18	gemini
בך	בְּךָ	5	18	gemini
פאסוק	פּאַסוק	1	18	mechanical
אומעטום	אוּמֶעטוּם	4	18	gemini
בעצם	בְּעֶצֶם	2	18	gemini
עינים	עֵינַיִם	3	18	gemini
מודיע	מוֹדִיעַ	2	18	gemini
ש	שְׁ	5	18	gemini
גבריאל	גַּבְרִיאֵל	2	18	gemini
תודה	תּוֹדָה	2	18	gemini
מהרש"א	מַהַרְשָׁ"א	3	18	gemini
מכח	מִכֹּחַ	1	18	mechanical
געלאכט	גֶעלַאַכְט	3	18	gemini
ווארפט	וואַרפֿט	6	18	gemini
לאכן	לַאַכְן	5	18	gemini
גאווה	גַּאֲווָה	4	18	gemini
באנאכט	בַּאנַאַכְט	4	18	gemini
טיף	טִיף	2	18	gemini
אלחנן	אֶלְחָנָן	2	18	gemini
חולה	חוֹלֶה	2	18	gemini
טויב	טוֹיב	4	18	gemini
דערנאך	דֶערְנָאָךְ	6	18	gemini
איינציגסטע	אֵיינְצִיגְסְטֶע	7	18	gemini
ס'אדא	ס'אַדָאָ	3	18	gemini
זוכסטו	זוּכְסְטוּ	6	18	gemini
אנגעגרייט	אָנְגֶעגְרֵייט	5	18	gemini
נחש	נָחָשׁ	3	18	gemini
ליידיג	לֵיידִיג	4	18	gemini
מצריים	מִצְרִיּיִם	3	18	gemini
ביל	בִיל	3	18	gemini
אושפיזין	אוּשְׁפִּיזִין	2	18	gemini
איינציק	אֵיינְצִיק	5	18	gemini
דרום	דָרוֹם	3	18	gemini
לפי	לְפִי	2	18	gemini
מעביר	מַעֲבִיר	2	18	gemini
דרייווער	דְרַייַווֶער	3	18	gemini
האלדז	הַאַלְדְז	4	18	gemini
גאלאנטער	גַאַלַאַנְטֶער	4	18	gemini
כיס	כִּיס	3	18	gemini
קרוינען	קְרוֹינֶען	3	18	gemini
אראפנעמען	אַראָפּנֶעמֶען	5	17	gemini
פענסטער	פֶֿענְסְטֶער	5	17	gemini
בייט	בַייַט	5	17	gemini
משפטים	מִשְׁפָּטִים	2	17	gemini
ערלעך	עֶרְלֶעךְ	3	17	gemini
ריידן	רֵיידְן	4	17	gemini
תו	תָּו	3	17	gemini
וויליאמסבורג	ווִילְיאַמְסְבּוּרְג	9	17	gemini
פאן	פַֿאַן	9	17	gemini
דאפלטע	דָאָפְּלְטֶע	9	17	gemini
וואוינען	ווַאוֹינֶען	7	17	gemini
ז	זַ	2	17	majority
שיטה	שִׁיטָה	2	17	gemini
מיינונג	מַייְנוּנְג	3	17	gemini
מרדכאי	מָרְדֳכַאי	4	17	gemini
חיב	חַיָּב	1	17	mechanical
מאמעש	מַאַמֶעשׁ	3	17	gemini
לפניך	לְפָנֶיךָ	1	17	mechanical
שלחן	שֻׁלְחָן	3	17	gemini
ביד	בְּיָד	3	17	gemini
פאס	פַֿאַס	7	17	gemini
בסיעתא	בִּסְיַעְתָּא	4	17	gemini
געליטן	גֶעלִיטְן	2	17	gemini
מילעך	מֵילֶעךְ	5	17	gemini
באמצע	בְּאֶמְצַע	2	17	gemini
אהא	אַהָא	3	17	gemini
ערנסט	עֶרְנְסְט	3	17	gemini
דרשן	דַּרְשָׁן	3	17	gemini
אנהויבן	אָנְהוֹיבְן	6	17	gemini
נחמה	נֶחָמָה	3	17	gemini
דודי	דּוֹדִי	3	17	gemini
ט"ז	טַ"ז	2	17	gemini
דערשראקן	דֶערְשְׁרָאקְן	7	17	gemini
כדאאי	כְּדַאאַי	3	17	gemini
געטאנצט	גֶעטַאַנְצְט	3	17	gemini
פארפאלן	פַֿאַרְפַֿאַלְן	4	17	gemini
אמות	אַמּוֹת	5	17	gemini
מיטלסטע	מִיטְלְסְטֶע	2	17	gemini
הויפט	הוֹיפְט	4	17	gemini
פאראויס	פַֿאָראוֹיס	8	17	gemini
קאכט	קָאָכְט	3	17	gemini
דינסט	דִינְסְט	2	17	gemini
להודות	לְהוֹדוֹת	1	17	mechanical
הגדה	הַגָּדָה	2	17	gemini
האק	הַאַק	4	17	gemini
מכת	מַכַּת	1	17	mechanical
אריינגעפאלן	אַרייַנגעפֿאַלן	6	17	majority
ורבים	וְרַבִּים	1	17	mechanical
אויפגעבויט	אוֹיפְגֶעבּוֹיט	6	17	gemini
חושש	חוֹשֵׁשׁ	2	17	gemini
רבינס	רֶבִּינְס	3	17	gemini
געראדט	גֶעראַדְט	3	17	gemini
קרובים	קְרוֹבִים	3	17	gemini
ימות	יָמוּת	2	17	gemini
סתאם	סְתָאם	3	17	gemini
ענטפער	עֶנְטְפֶֿער	8	17	gemini
עזרא	עֶזְרָא	1	17	mechanical
געריפן	גֶעריפֿן	4	17	gemini
אשא	אֶשָּׂא	2	17	gemini
זינען	זִינֶען	3	17	gemini
תלמוד	תַּלְמוּד	1	17	mechanical
בהעלתך	בְּהַעֲלֹתְךָ	3	17	gemini
חנם	חִנָּם	1	17	mechanical
יתומים	יְתוֹמִים	1	17	mechanical
גיסן	גִיסְן	3	17	gemini
בישראל	בְּיִשְׂרָאֵל	2	17	gemini
לציון	לְצִיּוֹן	2	17	gemini
גבורות	גְּבוּרוֹת	3	17	gemini
רויטע	רוֹיטֶע	3	17	gemini
לאור	לְאוֹר	2	17	gemini
אפגעגעבן	אָפּגֶעגֶעבְן	6	17	gemini
ברנגט	בְּרֶנְגְט	3	17	gemini
געקריגט	גֶעקְרִיגְט	2	17	gemini
אננעמען	אָנְנֶעמֶען	3	17	gemini
פרעזידענט	פְּרֶעזִידֶענְט	5	17	gemini
יאנקל	יאַנְקְל	4	17	gemini
מאנכע	מַאנְכֶע	4	17	gemini
תירוצים	תִּירוּצִים	4	17	gemini
געהעריגע	גֶעהֶערִיגֶע	3	17	gemini
פשאט	פְּשָׁאט	3	17	gemini
דערפאר	דֶערְפַֿאַר	9	17	gemini
נאכנישט	נָאָכְנִישְׁט	4	17	gemini
וואנעט	וואַנֶעט	3	17	gemini
מזוזה	מְזוּזָה	1	17	mechanical
המקום	הַמָּקוֹם	1	17	mechanical
געזאלט	גֶעזָאָלְט	5	17	gemini
אנגעזאגט	אָנְגֶעזָאָגְט	7	17	gemini
הללו	הַלְלוּ	2	17	gemini
וחתימה	וַחֲתִימָה	1	17	mechanical
לויבט	לוֹיבְט	4	17	gemini
כ"ף	כַּ"ף	5	17	gemini
געשמעקט	גֶעשְׁמֶעקְט	3	17	gemini
אביסל	אַבִּיסְל	3	17	gemini
יום-כפור	יוֹם-כִּפּוּר	3	17	gemini
קורץ	קוּרְץ	2	17	gemini
שער	שַׁעַר	2	17	gemini
ראשון	רִאשׁוֹן	2	17	gemini
עצרת	עֲצֶרֶת	2	17	gemini
וועכע	ווֶעכֶע	4	17	gemini
סכה	סֻכָּה	1	17	mechanical
שובבים	שׁוֹבָבִים	1	17	mechanical
גאלה	גְּאֻלָּה	3	17	gemini
עפרון	עֶפְרוֹן	3	17	gemini
ויל	וִיל	1	17	mechanical
שטייסט	שְׁטֵייְסְט	7	17	gemini
שייגעץ	שֵׁייגֶעץ	6	17	gemini
הונדרט	הוּנְדֶרְט	5	17	gemini
לויבן	לוֹיבְֿן	6	17	gemini
הויזן	הוֹיזְן	2	17	gemini
שכם	שְׁכֶם	2	17	gemini
בעין	בְּעַיִן	1	17	mechanical
זונטאג	זוּנְטָאָג	5	17	gemini
טרייסטן	טְרֵייְסְטְן	6	17	gemini
מתוך	מִתּוֹךְ	4	17	gemini
פארגינט	פַֿארְגִינְט	6	17	gemini
נאכמיטאג	נָאָכְמִיטָאָג	7	17	gemini
ליפן	לִיפְּן	4	17	gemini
אראפגענומען	אַראָפּגֶענוּמֶען	6	17	gemini
היינטיקע	הַיינְטִיקֶע	5	17	gemini
סמיכה	סְמִיכָה	1	17	mechanical
שטייגן	שְׁטֵייגְן	6	17	gemini
כוף	כּוֹף	4	17	gemini
געקלאפט	גֶעקְלַאַפּט	6	17	gemini
דלת	דָּלֶת	2	17	gemini
וועלכער	ווֶעלְכֶער	4	17	gemini
טשאלנט	טְשָאָלֶנְט	4	17	gemini
קין	קַיִן	2	17	gemini
רי	רִי	2	17	gemini
עצמו	עַצְמוֹ	1	17	mechanical
מודים	מוֹדִים	3	17	gemini
זית	זַיִת	2	17	gemini
ציגעלע	צִיגֶעלֶע	3	17	gemini
שלמה'קע	שְׁלֹמֹה'קֶע	3	17	gemini
בכור	בְּכוֹר	1	17	mechanical
שאבעס	שַׁאבָּעס	4	17	gemini
וקול	וְקוֹל	1	17	mechanical
דארך	דָאָרְךְ	7	16	gemini
נקבה	נְקֵבָה	3	16	gemini
געפרייט	גֶעפְֿרֵייט	7	16	gemini
אוועקגעפארן	אַווֶעקְגֶעפָֿאָרְן	6	16	gemini
פלוס	פְּלוּס	4	16	gemini
וואכט	וואַכְט	5	16	gemini
פטור	פָּטוּר	2	16	gemini
עקסטרע	עֶקְסְטְרֶע	2	16	gemini
אריינרופן	אַרַיינְרוּפְֿן	3	16	gemini
פארברענגען	פַֿארְבְּרֶענְגֶען	7	16	gemini
באו	בָּאוּ	4	16	gemini
שטעטל	שְׁטֶעטְל	2	16	gemini
רע	רָע	5	16	gemini
אפגעמאכט	אָפּגעמאַכט	7	16	gemini
טינט	טִינְט	2	16	gemini
שורש	שׁוֹרֶשׁ	3	16	gemini
טאעם	טַאַעַם	3	16	gemini
אויסגערופן	אוֹיסְגֶערוּפֿן	5	16	gemini
וואאס	וואאָס	1	16	mechanical
דר	דֶר	4	16	gemini
ויהיו	וְיִהְיוּ	3	16	gemini
קאריצער	קאָרִיצֶער	5	16	gemini
אקסן	אָקְסְן	4	16	gemini
מאנטיק	מאָנְטִיק	4	16	gemini
בעסערע	בֶּעסֶערֶע	5	16	gemini
מליצה	מְלִיצָה	2	16	gemini
שורות	שׁוּרוֹת	4	16	gemini
גראס	גְראָס	5	16	gemini
פליט	פֿלִיט	5	16	gemini
יומם	יוֹמָם	2	16	gemini
אפגעהאלטן	אָפּגֶעהאַלְטְן	6	16	gemini
חשבונות	חֶשְׁבּוֹנוֹת	2	16	gemini
הין	הִין	2	16	gemini
מיטגעגאנגען	מִיטְגֶעגאַנְגֶען	3	16	gemini
מטמא	מְטַמֵּא	4	16	gemini
לערנסט	לֶערְנְסְט	2	16	gemini
ב"ה	בַּ"ה	4	16	majority
סידור	סִידּוּר	4	16	gemini
אייר	אִיּיָר	5	16	gemini
טהרה	טָהֳרָה	1	16	mechanical
גלייבט	גְלַייבְט	6	16	gemini
נאה	נָאֶה	3	16	gemini
מ'עט	מִ'עֶט	2	16	gemini
שפאלטן	שְׁפּאַלְטְן	8	16	gemini
אינגאנצן	אִינְגאַנְצְן	5	16	gemini
ציין	צֵיין	4	16	gemini
ידך	יָדְךָ	3	16	gemini
תמימות	תְּמִימוּת	4	16	gemini
איבערגענומען	אִיבֶּערְגֶענוּמֶען	4	16	gemini
מדינה	מְדִינָה	2	16	gemini
ווייניקער	ווֵיינִיקֶער	3	16	gemini
קריג	קְרִיג	2	16	gemini
אנגעהאלטן	אָנְגֶעהאַלְטְן	7	16	gemini
צאנז	צאַנז	3	16	gemini
ריזן	רִיזְן	2	16	gemini
פינטלעך	פִּינְטְלֶעךְ	4	16	gemini
פארברענגט	פֿאַרבְּרֶענְגְט	7	16	gemini
דעריבער	דֶערִיבֶער	3	16	gemini
בפרט	בִּפְרָט	5	16	gemini
שאפראנער	שאַפּראָנער	8	16	gemini
געווארפן	גֶעוואָרפֿן	7	16	gemini
געציטערט	גֶעצִיטֶערְט	4	16	gemini
כ"ד	כַּ"ד	4	16	majority
חצות	חֲצוֹת	2	16	gemini
קאפע	קאַפֿע	5	16	gemini
איסור	אִיסוּר	4	16	gemini
שבח	שֶׁבַח	5	16	gemini
תחית	תְּחִיַּת	1	16	mechanical
ישר	יָשָׁר	4	16	gemini
שלישי	שְׁלִישִׁי	2	16	gemini
לשמים	לַשָּׁמַיִם	2	16	gemini
הימים	הַיָּמִים	2	16	gemini
פינגערס	פִֿינְגֶערְס	4	16	gemini
ס'יז	ס'יִז	2	16	gemini
מנהל	מְנַהֵל	2	16	gemini
שך	שַׁךְ	4	16	gemini
געפראוועט	גֶעפֿראַוועט	11	16	gemini
גראסערי	גראָסערי	5	16	gemini
משמש	מְשַׁמֵּשׁ	3	16	gemini
גאל	גאַל	7	16	gemini
רפואות	רְפוּאוֹת	4	16	gemini
געצאלט	גֶעצָאָלְט	6	16	gemini
לארץ	לָאָרֶץ	2	16	gemini
מרא	מָרָא	5	16	gemini
פראבלעמען	פּראָבלעמען	4	16	gemini
מרבה	מַרְבֶּה	2	16	gemini
פאנגט	פֿאַנְגְט	6	16	gemini
באדעקט	בַּאַדֶעקְט	4	16	gemini
הרהור	הִרְהוּר	4	16	gemini
מכפר	מְכַפֵּר	2	16	gemini
ליבע	לִיבֶע	3	16	gemini
תולדת	תּוֹלְדֹת	2	16	gemini
לתורה	לַתּוֹרָה	2	16	gemini
ובני	וּבְנֵי	1	16	mechanical
רחמיו	רַחֲמָיו	1	16	mechanical
שפאצירט	שפּאַצִירְט	6	16	gemini
שמך	שִׁמְךָ	4	16	gemini
קא	קאַ	5	16	gemini
שבכתב	שֶׁבִּכְתָב	1	16	mechanical
לזרעו	לְזַרְעוֹ	1	16	mechanical
הטבע	הַטֶּבַע	5	16	gemini
אבימלך	אֲבִימֶלֶךְ	2	16	gemini
ליבן	לִיבְן	4	16	gemini
חרנה	חָרָנָה	1	16	mechanical
בעק	בֶּעק	4	16	gemini
ארויסלערנען	אַרוֹיסְלֶערְנֶען	3	16	gemini
עולם-הבא	עוֹלָם-הַבָּא	1	16	mechanical
מקץ	מִקֵּץ	2	16	gemini
אריינכאפן	אַרייַנכאַפּן	5	16	majority
אויסהאלטן	אוֹיסְהַאַלְטְן	6	16	gemini
הברכה	הַבְּרָכָה	2	16	gemini
אויפגעהויבן	אוֹיפֿגֶעהוֹיבְן	7	16	gemini
אפגעזאגט	אָפּגֶעזָאָגְט	7	16	gemini
עשירים	עֲשִׁירִים	2	16	gemini
חשוב	חָשׁוּב	4	16	gemini
יואלי	יוֹאֵלִי	2	16	gemini
יינגלעך	ייִנְגְלֶעךְ	5	16	gemini
איכה	אֵיכָה	3	16	gemini
באי	בַּאי	4	16	gemini
ווינטשט	ווִינְטְשְׁט	5	16	gemini
שפראכן	שְׁפּראַכְן	3	16	gemini
אכטע	אַכְטֶע	4	16	gemini
מיידזשער	מֵיידְזשֶער	3	16	gemini
משקה	מַשְׁקֶה	2	16	gemini
לפניו	לְפָנָיו	1	16	mechanical
מ"ב	מ"ב	1	16	mechanical
נודה	נוֹדֶה	1	16	mechanical
חסידישער	חֲסִידִישֶׁער	6	15	gemini
באהבה	בְּאַהֲבָה	1	15	mechanical
זיבעציג	זִיבֶעצִיג	2	15	gemini
באנק	בַּאנְק	6	15	gemini
אנגיין	אָנְגֵיין	3	15	gemini
עול	עוֹל	2	15	gemini
טוישט	טוֹיְשְׁט	4	15	gemini
געפינט	גֶעפִֿינְט	6	15	gemini
חכמי	חַכְמֵי	2	15	gemini
יחיאל	יְחִיאֵל	2	15	gemini
קלאס	קְלַאס	3	15	gemini
זעלטענע	זֶעלְטֶענֶע	2	15	gemini
אנס	אַנְס	7	15	gemini
גיהנם	גֵיהִנָּם	2	15	gemini
לעבעדיקע	לֶעבֶעדִיקֶע	5	15	gemini
זיגל	זִיגְל	4	15	gemini
פאפיר	פּאַפִּיר	5	15	gemini
היינגט	הֵיינְגְט	4	15	gemini
שמח	שָׂמֵחַ	1	15	mechanical
ס'וואלט	ס'וואָלְט	6	15	gemini
וואנען	וואַנֶען	4	15	gemini
אייניגע	אֵיינִיגֶע	3	15	gemini
נאמן	נֶאֱמָן	4	15	gemini
קטרת	קְטֹרֶת	1	15	mechanical
כ"א	כַּ"א	3	15	gemini
והצלחה	וְהַצְלָחָה	1	15	mechanical
